Run!	Fugi!
I was absorbed in reading a novel.	Am fost ocupat cu cititul unui roman.
I was present at school yesterday.	Am fost prezent ieri la școală.
I was present at school yesterday.	Am fost prezent la școală ieri.
I was present at school yesterday.	Am fost ieri prezent la școală.
I was present at school yesterday.	Ieri am fost prezent la școală.
I was present at school yesterday.	La școală am fost prezent ieri.
I was present at school yesterday.	La școală ieri am fost prezent.
I was present at school yesterday.	Ieri la școală am fost prezent.
I was taken aback by his rudeness.	Am fost luat prin surprindere de grosolănia lui.
I watched a great movie yesterday.	M-am uitat la un film grozav ieri.
I wonder if Tom will be all right.	Mă întreb dacă Tom va fi bine.
I'll be able to see him next year.	Îl voi putea vedea anul viitor.
I'm crazy about American football.	Sunt pasionat de fotbalul american.
I'm meeting a friend after school.	Mă întâlnesc cu un prieten după școală.
I'm sorry, but I don't understand.	Îmi pare rău dar nu înțeleg.
I've been to Boston several times.	Am fost la Boston de mai multe ori.
I've got everything that you want.	Am obţinut tot ceea ce vrei tu.
Is there a youth hostel near here?	Există vreo pensiune pentru tineri prin apropiere?
Italy is a very beautiful country.	Italia este o ţară foarte frumoasă.
Korean food is generally very hot.	Mâncarea coreană este de obicei foarte condimentată.
Let me show you where to put that.	Lasă-mă să-ți arăt unde să pui asta.
My primary concern is your safety.	Preocuparea mea principală este siguranța ta.
My primary concern is your safety.	Preocuparea mea principală este siguranța voastră.
My primary concern is your safety.	Preocuparea mea principală este siguranța dumneavoastră.
My watch gains five seconds a day.	Ceasul meu o ia înainte cu cinci secunde pe zi.
No one is free from worldly cares.	Nimeni nu este lipsit de griji lumești.
Nobody can foresee what'll happen.	Nimeni nu poate prevedea ce se va întâmpla.
Now we have to rethink everything.	Acum trebuie să regândim totul.
Please come when it is convenient.	Te rog vino când îți convine.
Please don't run in the classroom.	Vă rog nu alergați în clasă.
Please sit on this chair and wait.	Te rog să stai pe scaunul ăsta și așteaptă.
Please wake me up at six tomorrow.	Te rog să mă trezești mâine la șase.
Police investigations are ongoing.	Investigațiile poliției sunt în desfășurare.
Put away your books and notebooks.	Pune-ți deoparte cărțile și caietele.
Put away your books and notebooks.	Puneți-vă deoparte cărțile și caietele.
She answered my letter right away.	Ea mi-a răspuns la scrisoare imediat.
She doesn't understand me, either.	Nici ea nu mă înțelege.
She doesn't want to talk about it.	Nu vrea să vorbească despre asta.
She made him a cake for his party.	Ea i-a făcut un tort pentru petrecerea lui.
She taught me how to write a poem.	Ea m-a învățat cum să scriu o poezie.
She went to see him the other day.	Ea s-a dus să-l vadă zilele trecute.
Someone stole my driver's license.	Cineva mi-a furat permisul de conducere.
Someone stole my driver's license.	Cineva mi-a furat permisul auto.
Someone tapped me on the shoulder.	Cineva m-a bătut pe umăr.
Sometimes you're so unimaginative.	Uneori ești atât de lipsit de imaginație.
Taking off is easier than landing.	Decolarea e mai ușoară decât aterizarea.
Tell me your story. I am all ears.	Spune-mi povestea ta. Sunt numai urechi.
Ten is ten percent of one hundred.	Zece este zece la sută dintr-o sută.
Thank you very much for your help.	Vă mulțumesc foarte mult pentru ajutor.
Thank you very much for your help.	Îți mulțumesc foarte mult pentru ajutor.
That hotel was very near the lake.	Hotelul acela era foarte aproape de lac.
That was a colossal waste of time.	A fost o pierdere enormă de timp.
The assessment is being contested.	Evaluarea este contestată.
The baby seemed to be fast asleep.	Bebelușul părea că doarme buștean.
The family had its dinner at noon.	Familia a servit masa principală la prânz.
The matter is of great importance.	Subiectul este de mare importanță.
The money on the table isn't mine.	Banii de pe masă nu sunt ai mei.
The old man was loved by everyone.	Bătrânul era iubit de toată lumea.
The policeman signaled me to stop.	Polițistul mi-a făcut semn să mă opresc.
The rebels sabotaged the railroad.	Rebelii au sabotat calea ferată.
The train pulled into the station.	Trenul a intrat în gară.
Their parents are older than ours.	Părinţii lor sunt mai în vârstă decât ai noştri.
There is a river beside the house.	Este un râu pe lângă casă.
There is a river beside the house.	E un râu pe lângă casă.
There was some mud on Tom's boots.	Era niște noroi pe ghetele lui Tom.
There's no life without hardships.	Nu există viață fără greutăți.
These garments are made from wool.	Aceste articole de îmbrăcăminte sunt făcute din lână.
They accused him of telling a lie.	Ei l-au acuzat de minciună.
They got off at the next bus stop.	Ei au coborât la următoarea stație de autobuz.
This TV show is aimed at children.	Acest program TV este destinat copiilor.
Tom cleaned his room last weekend.	Tom și-a curățat camera weekendul trecut.
Tom comes here every now and then.	Tom vine aici din când în când.
Tom couldn't get his car to start.	Tom n-a reuşit să îşi pornească maşina.
Tom decided to enlist in the army.	Tom a decis să se înroleze în armată.
Tom didn't have dinner last night.	Tom nu a servit cina aseară.
Tom doesn't care how Mary dresses.	Lui Tom nu-i pasă cum se îmbracă Mary.
Tom doesn't even try to help Mary.	Tom nici măcar nu încearcă să o ajute pe Mary.
Tom doesn't know how to play golf.	Tom nu știe să joace golf.
Tom doesn't know where Mary lives.	Tom nu știe unde locuiește Mary.
Tom doesn't let Mary get near him.	Tom nu o lasă pe Mary să se apropie de el.
Tom doesn't like Mary's boyfriend.	Lui Tom nu-i place de iubitul lui Mary.
Tom doesn't like the rainy season.	Lui Tom nu-i place anotimpul ploios.
Tom doesn't like to make mistakes.	Lui Tom nu-i place să facă greșeli.
Tom doesn't want to talk about it.	Tom nu vrea să vorbească despre asta.
Tom got married to an older woman.	Tom s-a căsătorit cu o femeie mai în vârsta.
Tom had his picture taken by Mary.	Tom a fost fotografiat de către Mary.
Tom has a lot of carry-on luggage.	Tom are o mulțime de bagaje de mână.
Tom has a wide range of interests.	Tom are o gamă largă de interese.
Tom has been in Boston for a week.	Tom a fost în Boston timp de o săptămână.
Tom has never been in any trouble.	Tom nu a dat niciodată de belea.
Tom has trouble judging distances.	Tom are probleme cu estimarea distanţelor.
Tom helped Mary fill out the form.	Tom a ajutat-o pe Mary să completeze formularul.
Tom is concerned about his health.	Tom își face griji de sănătate.
Tom is looking into the situation.	Tom analizează situația.
Tom is very considerate, isn't he?	Tom este foarte atent, nu-i așa?
Tom isn't accustomed to city life.	Tom nu este obișnuit cu viața de la oraș.
Tom looks older than he really is.	Tom arată mai în vârstă decât în realitate.
Tom lost the key to his dorm room.	Tom a pierdut cheia de la camera sa din cămin.
Tom poured some wine into a glass.	Tom turnă ceva vin într-un pahar.
Tom seems to be busy all the time.	Tom pare a fi ocupat mai tot timpul.
Tom should do the same thing I do.	Tom ar trebui să facă același lucru pe care îl fac eu.
Tom was a judge in an art contest.	Tom a făcut parte din juriu la o competiție de artă.
Tom was bullied when he was a kid.	Tom a fost hărțuit când a fost copil.
Tom will be arriving an hour late.	Tom va ajunge o oră mai târziu.
Tom's comments were inappropriate.	Comentariile lui Tom au fost inadecvate.
Tom's conduct was beyond reproach.	Comportamentul lui Tom era ireproșabil.
Tom's conduct was beyond reproach.	Comportamentul lui Tom a fost impecabil.
Twenty railroads were closed down.	20 de linii ferate fuseseră închise.
Watch out for thieves around here.	Păzește-te de hoți pe aici.
Watch your mouth or you'll get it.	Fii atent cum vorbeşti sau ţi-o iei.
We all laughed at his pink tuxedo.	Noi toți am râs de smochingul lui roz.
We always take it easy on Sundays.	Noi stăm liniștiți duminicile.
We must think about the community.	Trebuie să ne gândim la comunitate.
What do you know about this place?	Ce știi despre acest loc?
What do you think I've been doing?	Ce crezi că am mai făcut?
What's your favorite breed of dog?	Care e rasa ta favorită de câini?
When I grow up, I want to be king.	Când voi crește mare, vreau să fiu rege.
When to start is the main problem.	Problema principală este când se va începe.
Where did you leave your suitcase?	Unde ți-ai lăsat valiza?
Where's the nearest train station?	Unde este cea mai apropiată gară?
Which students will take the test?	Care studenți vor da testul?
Who's better looking, Tom or Mary?	Cine arată mai bine, Tom sau Mary?
Why are we not allowed to do that?	De ce nu avem voie să facem asta?
Why can't you be more considerate?	De ce nu poți fi mai atent?
Why did you start studying French?	De ce ai început să studiezi franceza?
Why don't you update your website?	De ce nu îți actualizezi site-ul?
Would you like something to drink?	Ai vrea ceva de băut?
Would you mind opening the window?	Vă deranjează să deschideţi fereastra?
Would you please turn down the TV?	Vrei, te rog, să dai mai încet volumul la televizor?
Yesterday Tom stayed home all day.	Ieri Tom a stat toată ziua acasă.
You can always ask for Tom's help.	Tu întotdeauna poți cere ajutorul lui Tom.
You can give me a ride, can't you?	Poți să mă iei cu mașina, nu-i așa?
You learn something new every day.	Înveţi ceva nou in fiecare zi.
You said you were going to fix it.	Ai spus că o vei repara.
You've been drinking, haven't you?	Ai băut, nu-i aşa?
Algebra is a branch of mathematics.	Algebra e o ramură a matematicii.
Barbecuing is one way to cook meat.	Grătarul este o modalitate de a găti carnea.
Could you call again later, please?	Poți, te rog, să suni din nou mai târziu?
Did you bring an umbrella with you?	Ai adus o umbrelă cu tine?
Does Coca-Cola have caffeine in it?	Coca-Cola conține cafeină?
Don't be afraid of making mistakes.	Nu te teme de a face greşeli.
Don't be afraid of making mistakes.	Nu te teme să greşeşti.
Don't keep the bicycle in the barn.	Nu ține bicicleta în hambar.
Don't keep the bicycle in the barn.	Nu ține bicicleta în șopron.
Drunk driving is a serious problem.	Condusul sub influența băuturilor alcoolice este o problemă serioasă.
Drunk driving is a serious problem.	Condusul în stare de ebrietate e o problemă serioasă.
Everyone always speaks well of Tom.	Toți îl vorbesc întodeauna de bine pe Tom.
Everyone always speaks well of Tom.	Toți îl vorbesc de bine pe Tom întodeauna.
Everyone always speaks well of Tom.	Toți îl vorbesc pe Tom întodeauna de bine.
Germany is in the middle of Europe.	Germania este în mijlocul Europei.
Grandfather is napping on the sofa.	Bunicul moțăie pe canapea.
He admitted that he stole the gold.	El a recunoscut că a furat aurul.
He asked a few pertinent questions.	El a pus câteva întrebări relevante.
He comes to see me once in a while.	El vine să mă vadă când și când.
He is a close friend of my brother.	El este un prieten apropiat al fratelui meu.
He is sometimes absent from school.	Uneori el lipseşte de la şcoală.
He stuck his pencil behind his ear.	El și-a prins creionul după ureche.
He was weak from the loss of blood.	El era slab din cauza pierderii sângelui.
He'll cope with difficult problems.	El se va confrunta cu probleme dificile.
He's not always at home on Sundays.	Nu e întotdeauna acasă duminica.
Her daughter can recite many poems.	Fiica ei poate să spună multe poezii.
How long is the Golden Gate Bridge?	Cât este de lung Podul Golden Gate?
How many close friends do you have?	Câți prieteni apropiați ai?
