"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EncPorchSF","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SalePrice"
"638",638,"60","RL",100,13000,NA,"Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","2Story",6,6,1968,1968,"Gable","VinylSd","VinylSd","BrkFace",576,"Avg","AboveAvg","CBlock","AboveAvg","Avg","No","Rec",448,"Unf",0,448,896,"GasA","Avg","Y","SBrkr",1182,960,0,2142,0,0,2,1,4,1,"AboveAvg",8,"Typ",1,"AboveAvg","Attchd",1968,"Fin",1,509,"Avg","Avg","Y",0,72,252,0,NA,NA,NA,0,6,2009,"WD",193500
"639",639,"20","RL",NA,13500,NA,"Reg","Lvl","Inside","Gtl","ClearCr","Norm","1Fam","1Story",6,7,1960,1975,"other","BrkFace","Plywood","None",0,"Avg","Avg","CBlock","AboveAvg","Avg","Gd","BLQ",429,"ALQ",1080,93,1602,"GasA","AboveAvg","Y","SBrkr",1252,0,0,1252,1,0,1,0,1,1,"Avg",4,"Typ",1,"AboveAvg","Attchd",1960,"RFn",2,564,"Avg","Avg","Y",409,0,0,0,NA,NA,NA,0,3,2008,"WD",235000
"640",640,"60","RL",NA,12227,NA,"IR1","Lvl","Corner","Gtl","NWAmes","PosN","1Fam","2Story",6,7,1977,1995,"Gable","HdBoard","HdBoard","BrkFace",424,"Avg","AboveAvg","CBlock","AboveAvg","AboveAvg","No","ALQ",896,"Unf",0,434,1330,"GasA","Avg","Y","SBrkr",1542,1330,0,2872,1,0,2,1,4,1,"Avg",11,"Typ",1,"Avg","Attchd",1977,"Fin",2,619,"Avg","Avg","Y",550,282,0,0,NA,NA,NA,0,7,2008,"WD",272000
"641",641,"60","RL",75,9473,NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",8,5,2002,2002,"Gable","VinylSd","VinylSd",NA,NA,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",804,"Unf",0,324,1128,"GasA","AboveAvg","Y","SBrkr",1128,903,0,2031,1,0,2,1,3,1,"AboveAvg",7,"Typ",1,"AboveAvg","Attchd",2002,"RFn",2,577,"Avg","Avg","Y",0,211,0,0,NA,NA,NA,0,3,2008,"WD",237000
"642",642,"20","RL",66,12400,NA,"IR1","Lvl","Inside","Gtl","NAmes","Feedr","1Fam","1Story",6,7,1958,1998,"Hip","Wd Sdng","Wd Sdng","BrkFace",176,"Avg","Avg","CBlock","Avg","BelowAvg","No","Rec",585,"Unf",0,630,1215,"GasA","Avg","Y","FuseA",1215,0,0,1215,0,0,1,0,3,1,"Avg",6,"Typ",0,NA,"Attchd",1958,"Unf",1,297,"Avg","Avg","Y",0,0,234,0,NA,NA,NA,0,6,2009,"WD",155000
"643",643,"80","RL",80,8816,NA,"Reg","Lvl","Inside","Gtl","ClearCr","Norm","1Fam","SLvl",6,7,1971,1971,"Gable","HdBoard","HdBoard","BrkFace",80,"Avg","Avg","CBlock","Avg","Avg","Av","GLQ",504,"Unf",0,506,1010,"GasA","AboveAvg","Y","SBrkr",1052,0,0,1052,1,0,1,0,3,1,"Avg",6,"Typ",0,NA,"Attchd",1971,"Unf",2,440,"Avg","Avg","Y",0,0,0,0,NA,"MnPrv",NA,0,6,2010,"WD",155000
"644",644,"120","RL",51,3635,NA,"Reg","Lvl","Inside","Gtl","other","Norm","TwnhsE","1Story",7,5,2007,2007,"Hip","VinylSd","VinylSd","BrkFace",130,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","ALQ",988,"Unf",0,398,1386,"GasA","AboveAvg","Y","SBrkr",1569,0,0,1569,0,1,2,0,1,1,"AboveAvg",7,"Typ",1,"Avg","Attchd",2007,"RFn",3,660,"Avg","Avg","Y",143,20,0,0,NA,NA,NA,0,5,2009,"WD",175900
"645",645,"60","FV",72,8640,NA,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story",7,5,2009,2009,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","PConc","AboveAvg","Avg","Mn","GLQ",24,"Unf",0,732,756,"GasA","AboveAvg","Y","SBrkr",764,783,0,1547,0,0,2,1,3,1,"AboveAvg",7,"Typ",0,NA,"Attchd",2009,"Unf",2,614,"Avg","Avg","Y",169,45,0,0,NA,NA,NA,0,6,2010,"other",215200
"646",646,"20","RL",86,14157,NA,"IR1","HLS","Corner","Gtl","other","Norm","1Fam","1Story",9,5,2005,2006,"Hip","VinylSd","VinylSd","Stone",200,"AboveAvg","Avg","PConc","AboveAvg","Avg","Gd","GLQ",1249,"Unf",0,673,1922,"GasA","AboveAvg","Y","SBrkr",1922,0,0,1922,1,0,2,0,3,1,"AboveAvg",8,"Typ",1,"AboveAvg","Attchd",2005,"Fin",3,676,"Avg","Avg","Y",178,51,0,0,NA,NA,NA,0,7,2007,"WD",377426
"647",647,"60","FV",75,9000,NA,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story",8,5,2008,2008,"Gable","VinylSd","VinylSd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,768,768,"GasA","AboveAvg","Y","SBrkr",786,804,0,1590,0,0,2,1,3,1,"AboveAvg",6,"Typ",0,NA,"Attchd",2008,"RFn",2,676,"Avg","Avg","Y",0,30,0,0,NA,NA,NA,0,6,2009,"WD",210000
"648",648,"20","RL",37,6951,NA,"IR1","Lvl","CulDSac","Gtl","Mitchel","Norm","1Fam","1Story",5,5,1984,1985,"Gable","HdBoard","Plywood","None",0,"Avg","Avg","CBlock","Avg","Avg","No","ALQ",658,"Unf",0,218,876,"GasA","Avg","Y","SBrkr",923,0,0,923,1,0,1,0,3,1,"Avg",5,"Typ",0,NA,"Attchd",1984,"Unf",1,264,"Avg","Avg","Y",362,0,0,0,NA,"MnPrv",NA,0,10,2008,"WD",119500
"649",649,"20","RL",70,11200,NA,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,5,1965,1965,"Hip","HdBoard","HdBoard","None",0,"Avg","Avg","CBlock","Avg","Avg","No","Rec",906,"Unf",0,134,1040,"GasA","AboveAvg","Y","SBrkr",1040,0,0,1040,1,0,1,0,3,1,"Avg",5,"Typ",0,NA,"Detchd",1965,"Unf",1,384,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,2,2008,"WD",129500
"650",650,"90","RL",NA,8544,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Duplex","1Story",3,4,1949,1950,"Gable","other","other","BrkFace",340,"Avg","Avg","other",NA,NA,NA,NA,0,NA,0,0,0,"other","BelowAvg","N","FuseA",1040,0,0,1040,0,0,2,0,2,2,"Avg",6,"Typ",0,NA,"Detchd",1949,"Unf",2,400,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,5,2006,"WD",87500
"651",651,"20","RL",78,10140,NA,"Reg","Lvl","Inside","Gtl","NWAmes","RR","1Fam","1Story",7,5,1998,1999,"Hip","VinylSd","VinylSd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","LwQ",144,"GLQ",1127,379,1650,"GasA","AboveAvg","Y","SBrkr",1680,0,0,1680,1,0,2,0,3,1,"AboveAvg",7,"Maj1",1,"Avg","Attchd",1998,"Fin",2,583,"Avg","Avg","Y",78,73,0,0,NA,NA,NA,0,6,2009,"WD",213250
"652",652,"60","RL",85,11475,NA,"Reg","Lvl","Inside","Gtl","NWAmes","RR","1Fam","2Story",6,6,1975,1975,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","CBlock","AboveAvg","Avg","No","ALQ",550,"Unf",0,163,713,"GasA","Avg","Y","SBrkr",811,741,0,1552,1,0,2,1,3,1,"Avg",6,"Typ",1,"Avg","Attchd",1975,"RFn",2,434,"Avg","Avg","Y",209,208,0,0,NA,"MnPrv",NA,0,2,2006,"WD",179900
"653",653,"50","RM",50,6000,NA,"Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1.5Fin",3,7,1948,2002,"Gable","MetalSd","MetalSd","None",0,"Avg","AboveAvg","CBlock","Avg","Avg","No","ALQ",331,"Unf",0,318,649,"GasA","AboveAvg","Y","SBrkr",679,504,0,1183,0,0,1,1,2,1,"Avg",6,"Typ",0,NA,"Detchd",1981,"Unf",1,308,"Avg","Avg","Y",0,176,0,0,NA,NA,NA,0,6,2007,"WD",120000
"654",654,"30","RL",60,10200,NA,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,8,1940,1997,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","PConc","Avg","Avg","No","Unf",0,"Unf",0,672,672,"GasA","AboveAvg","Y","SBrkr",672,0,0,672,0,0,1,0,2,1,"Avg",4,"Typ",0,NA,"Detchd",1940,"Unf",1,240,"Avg","Avg","N",168,0,0,0,NA,"GdPrv",NA,0,8,2008,"WD",108000
"655",655,"20","RL",130,11457,NA,"IR1","Lvl","Corner","Gtl","Timber","Norm","1Fam","1Story",6,5,1988,1988,"Gable","HdBoard","HdBoard","None",0,"Avg","Avg","CBlock","AboveAvg","Avg","Mn","GLQ",1005,"Unf",0,387,1392,"GasA","Avg","Y","SBrkr",1412,0,0,1412,1,0,2,0,3,1,"AboveAvg",6,"Typ",1,"Avg","Attchd",1988,"Unf",2,576,"Avg","Avg","Y",0,0,169,0,NA,NA,NA,0,3,2009,"WD",175000
"656",656,"90","RH",82,7136,NA,"IR1","HLS","Inside","Gtl","Crawfor","Norm","Duplex","2Story",6,6,1946,1950,"Gable","MetalSd","MetalSd","BrkFace",423,"Avg","Avg","CBlock","AboveAvg","Avg","No","Rec",484,"Unf",0,495,979,"GasA","Avg","N","FuseF",979,979,0,1958,0,0,2,0,4,2,"Avg",8,"Typ",0,NA,"Attchd",1946,"Unf",2,492,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,8,2007,"WD",145000
"657",657,"60","FV",100,12552,NA,"Reg","Lvl","Corner","Gtl","Somerst","Norm","1Fam","2Story",7,5,2004,2005,"Gable","VinylSd","VinylSd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",222,"Unf",0,769,991,"GasA","AboveAvg","Y","SBrkr",991,956,0,1947,0,0,2,1,3,1,"AboveAvg",8,"Typ",1,"AboveAvg","Attchd",2004,"RFn",2,678,"Avg","Avg","Y",0,136,0,0,NA,"GdWo",NA,0,5,2010,"WD",254900
"658",658,"60","RL",NA,8068,NA,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,2002,2002,"Gable","VinylSd","VinylSd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,1010,1010,"GasA","AboveAvg","Y","SBrkr",1010,1257,0,2267,0,0,2,1,4,1,"AboveAvg",8,"Typ",1,"Avg","BuiltIn",2002,"RFn",2,390,"Avg","Avg","Y",120,46,0,0,NA,NA,NA,0,12,2009,"other",200000
"659",659,"60","RL",106,11194,NA,"IR1","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story",8,5,2000,2000,"Gable","VinylSd","VinylSd","BrkFace",40,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,1406,1406,"GasA","AboveAvg","Y","SBrkr",1454,482,0,1936,0,0,2,1,3,1,"AboveAvg",7,"Typ",1,"Avg","Attchd",2000,"RFn",2,504,"Avg","Avg","Y",188,124,0,0,NA,NA,NA,0,11,2006,"WD",230500
"660",660,"60","RL",92,10120,NA,"Reg","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1994,1994,"Hip","VinylSd","VinylSd","BrkFace",391,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",740,"Unf",0,425,1165,"GasA","AboveAvg","Y","SBrkr",1203,1323,0,2526,1,0,2,1,4,1,"AboveAvg",8,"Typ",1,"Avg","Attchd",1994,"RFn",3,844,"Avg","Avg","Y",309,78,0,0,NA,NA,NA,0,12,2006,"WD",290000
"661",661,"50","RM",50,9000,NA,"Reg","Bnk","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin",6,6,1937,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","AboveAvg","PConc","Avg","Avg","No","Unf",0,"Unf",0,780,780,"GasA","Avg","Y","SBrkr",780,595,0,1375,0,0,1,1,3,1,"AboveAvg",6,"Typ",1,"AboveAvg","Detchd",1979,"Unf",1,544,"Avg","Avg","P",0,162,126,0,NA,NA,NA,0,12,2007,"WD",141000
"662",662,"60","RL",NA,9375,NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,1997,1998,"Gable","VinylSd","VinylSd","BrkFace",573,"Avg","Avg","PConc","AboveAvg","Avg","No","GLQ",739,"Unf",0,318,1057,"GasA","AboveAvg","Y","SBrkr",1057,977,0,2034,1,0,2,1,3,1,"AboveAvg",8,"Typ",0,NA,"Attchd",1998,"RFn",2,645,"Avg","Avg","Y",576,36,0,0,NA,"GdPrv",NA,0,2,2009,"WD",219500
"663",663,"60","RL",70,8750,NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,1994,1995,"Gable","VinylSd","VinylSd","None",0,"AboveAvg","AboveAvg","PConc","AboveAvg","Avg","No","GLQ",642,"Unf",0,273,915,"GasA","AboveAvg","Y","SBrkr",933,975,0,1908,1,0,2,1,4,1,"AboveAvg",8,"Typ",1,"Avg","Attchd",1994,"Unf",2,493,"Avg","Avg","Y",144,133,0,0,NA,NA,NA,0,7,2008,"WD",210000
"664",664,"50","RL",NA,14100,NA,"IR1","Lvl","Inside","Mod","Crawfor","Norm","1Fam","1.5Fin",8,9,1935,1997,"Gable","other","other","BrkFace",632,"Avg","AboveAvg","CBlock","Avg","Avg","Mn","Rec",192,"Unf",0,536,728,"GasA","AboveAvg","Y","SBrkr",1968,1479,0,3447,0,0,3,1,4,1,"AboveAvg",11,"Typ",2,"AboveAvg","BuiltIn",1982,"Unf",3,1014,"Avg","Avg","Y",314,12,0,0,NA,"GdWo",NA,0,5,2008,"WD",381000
"665",665,"50","RL",51,10480,NA,"Reg","Lvl","Inside","Gtl","other","Norm","1Fam","1.5Fin",6,5,1936,1950,"Gable","MetalSd","MetalSd","None",0,"Avg","Avg","BrkTil","Avg","Avg","No","Unf",0,"Unf",0,1064,1064,"GasA","AboveAvg","Y","FuseA",1166,0,473,1639,0,0,1,0,3,1,"Avg",6,"Maj2",0,NA,"Detchd",1936,"Unf",1,240,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,3,2008,"WD",115000
"666",666,"20","RL",80,9600,NA,"Reg","Lvl","Inside","Gtl","NAmes","Feedr","1Fam","1Story",6,6,1958,1988,"Hip","Wd Sdng","Wd Sdng","BrkCmn",183,"Avg","Avg","CBlock","Avg","Avg","No","Rec",620,"LwQ",620,0,1240,"GasA","AboveAvg","Y","SBrkr",1632,0,0,1632,1,0,2,0,3,1,"Avg",6,"Min1",1,"AboveAvg","Attchd",1958,"RFn",1,338,"Avg","Avg","Y",289,0,0,0,NA,"MnPrv",NA,0,4,2009,"WD",139000
"667",667,"60","RL",NA,16545,NA,"IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",731,"AboveAvg","Avg","PConc","AboveAvg","Avg","Mn","GLQ",781,"Unf",0,503,1284,"GasA","AboveAvg","Y","SBrkr",1310,1140,0,2450,1,0,2,1,3,1,"AboveAvg",7,"Typ",1,"Avg","Attchd",1998,"Fin",3,1069,"Avg","Avg","Y",0,126,0,0,NA,NA,NA,0,5,2009,"WD",340000
"668",668,"60","RL",57,8773,NA,"IR1","HLS","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1997,1997,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","PConc","AboveAvg","Avg","Av","Unf",0,"Unf",0,916,916,"GasA","AboveAvg","Y","SBrkr",916,684,0,1600,0,0,2,1,3,1,"Avg",7,"Typ",1,"Avg","Attchd",1997,"Fin",2,460,"Avg","Avg","Y",100,38,0,0,NA,NA,NA,0,8,2007,"WD",169000
"669",669,"20","RL",NA,16635,NA,"IR1","Lvl","other","Gtl","NWAmes","Norm","1Fam","1Story",6,7,1977,2000,"Gable","CemntBd","CmentBd","Stone",126,"AboveAvg","Avg","CBlock","AboveAvg","Avg","No","ALQ",1246,"Unf",0,356,1602,"GasA","AboveAvg","Y","SBrkr",1602,0,0,1602,0,1,2,0,3,1,"AboveAvg",8,"Typ",1,"Avg","Attchd",1977,"Fin",2,529,"Avg","Avg","Y",240,0,0,0,NA,NA,NA,0,6,2009,"WD",215000
"670",670,"60","RL",NA,13700,NA,"IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","2Story",7,6,1965,1988,"Gable","VinylSd","VinylSd","Stone",288,"Avg","Avg","CBlock","Avg","Avg","Gd","ALQ",454,"Unf",0,410,864,"GasA","Avg","Y","SBrkr",902,918,0,1820,0,0,1,2,4,1,"AboveAvg",8,"Typ",2,"AboveAvg","Attchd",1965,"Unf",2,492,"Avg","Avg","Y",60,84,273,0,NA,"GdPrv",NA,0,5,2008,"WD",201800
"671",671,"60","RL",80,10400,NA,"Reg","Lvl","Corner","Gtl","CollgCr","Norm","1Fam","2Story",7,5,1998,1998,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","PConc","AboveAvg","Avg","Av","Unf",0,"Unf",0,866,866,"GasA","AboveAvg","Y","SBrkr",866,913,0,1779,0,0,2,1,3,1,"AboveAvg",6,"Typ",0,NA,"Attchd",1998,"RFn",2,546,"Avg","Avg","Y",198,36,0,0,NA,NA,NA,0,3,2009,"WD",197900
"672",672,"20","RL",NA,11838,NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",8,5,2001,2001,"Hip","VinylSd","VinylSd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","Unf",0,"Unf",0,1753,1753,"GasA","AboveAvg","Y","SBrkr",1788,0,0,1788,0,0,2,0,3,1,"AboveAvg",7,"Typ",1,"Avg","Attchd",2001,"RFn",2,522,"Avg","Avg","Y",202,151,0,0,NA,NA,NA,0,6,2009,"WD",236500
"673",673,"20","RL",70,7945,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1959,1959,"Gable","BrkFace","Wd Sdng","None",0,"Avg","Avg","CBlock","Avg","Avg","No","ALQ",179,"BLQ",506,465,1150,"GasA","AboveAvg","Y","FuseA",1150,0,0,1150,1,0,1,0,3,1,"Avg",6,"Typ",0,NA,"Attchd",1959,"RFn",1,300,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,5,2006,"WD",141000
"674",674,"60","RL",80,10400,NA,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",6,5,1972,1972,"Gable","VinylSd","VinylSd","None",288,"Avg","Avg","CBlock","Avg","Avg","No","Rec",247,"Unf",0,485,732,"GasA","AboveAvg","Y","SBrkr",1012,778,0,1790,1,0,1,2,4,1,"Avg",8,"Min2",1,"Avg","Attchd",1972,"RFn",2,484,"Avg","Avg","Y",148,0,147,0,NA,NA,NA,0,11,2006,"WD",165150
"675",675,"70","RM",60,3600,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story",6,7,1910,1993,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","CBlock","Avg","Avg","No","Unf",0,"Unf",0,684,684,"GasA","AboveAvg","N","FuseA",684,684,0,1368,0,0,1,0,3,1,"Avg",7,"Typ",0,NA,"Detchd",1930,"Unf",1,216,"Avg","BelowAvg","N",0,158,0,0,NA,NA,NA,0,10,2006,"WD",114504
"676",676,"20","RL",81,9672,NA,"Reg","Lvl","Corner","Gtl","SawyerW","Norm","1Fam","1Story",6,5,1984,1985,"Hip","HdBoard","Plywood","None",0,"Avg","Avg","PConc","AboveAvg","Avg","No","GLQ",338,"Unf",0,702,1040,"GasA","Avg","Y","SBrkr",1097,0,0,1097,0,0,2,0,3,1,"Avg",6,"Typ",0,NA,"Attchd",1986,"Unf",2,480,"Avg","Avg","Y",0,0,0,0,NA,"GdPrv",NA,0,5,2010,"WD",152000
"677",677,"20","RL",NA,12155,NA,"IR3","Lvl","Inside","Gtl","NAmes","PosN","1Fam","1Story",6,3,1970,1970,"Gable","Plywood","Plywood","None",0,"Avg","Avg","CBlock","AboveAvg","Avg","No","LwQ",1237,"Unf",0,420,1657,"GasA","AboveAvg","Y","SBrkr",1657,0,0,1657,0,1,2,0,3,1,"Avg",7,"Typ",1,"Avg","Attchd",1970,"Unf",2,484,"Avg","Avg","Y",0,0,147,0,NA,NA,NA,0,3,2007,"WD",163500
"678",678,"160","RM",41,2665,NA,"Reg","Lvl","Inside","Gtl","other","Norm","TwnhsE","2Story",5,6,1977,1977,"Gable","CemntBd","CmentBd","None",0,"Avg","Avg","PConc","Avg","Avg","No","ALQ",548,"Rec",173,36,757,"GasA","AboveAvg","Y","SBrkr",925,550,0,1475,0,0,2,0,4,1,"Avg",6,"Typ",1,"Avg","Attchd",1977,"RFn",1,336,"Avg","Avg","Y",104,26,0,0,NA,NA,NA,0,7,2006,"WD",127000
"679",679,"80","RL",NA,10970,NA,"IR1","Low","Inside","Mod","CollgCr","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","Plywood","HdBoard","None",0,"Avg","Avg","CBlock","AboveAvg","AboveAvg","Gd","GLQ",505,"LwQ",435,0,940,"GasA","Avg","Y","SBrkr",1026,0,0,1026,1,0,1,0,3,1,"Avg",5,"Typ",0,NA,"Detchd",1981,"Unf",2,576,"Avg","BelowAvg","Y",0,0,34,0,NA,"MnPrv",NA,0,10,2008,"WD",147000
"680",680,"160","RL",NA,5062,NA,"IR1","Lvl","CulDSac","Gtl","other","Norm","TwnhsE","2Story",7,5,1984,1984,"Gable","HdBoard","HdBoard","None",0,"AboveAvg","Avg","CBlock","AboveAvg","Avg","Mn","GLQ",828,"LwQ",182,180,1190,"GasA","AboveAvg","Y","SBrkr",1190,900,0,2090,1,0,2,0,3,1,"AboveAvg",6,"Min1",1,"Avg","Attchd",1984,"Fin",2,577,"Avg","Avg","Y",219,0,0,0,NA,NA,NA,0,9,2007,"WD",207500
"681",681,"60","RL",96,10542,NA,"Reg","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",7,5,1993,1994,"Hip","Wd Sdng","other","BrkFace",651,"AboveAvg","Avg","PConc","AboveAvg","Avg","Gd","GLQ",1173,"Unf",0,138,1311,"GasA","AboveAvg","Y","SBrkr",1325,1093,0,2418,1,0,2,1,3,1,"AboveAvg",9,"Typ",1,"Avg","Attchd",1993,"RFn",3,983,"Avg","Avg","Y",250,154,216,0,NA,NA,NA,0,8,2008,"WD",341000
"682",682,"60","RL",62,7415,NA,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,2004,2004,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","PConc","Avg","Avg","No","GLQ",759,"Unf",0,80,839,"GasA","AboveAvg","Y","SBrkr",864,729,0,1593,1,0,2,1,3,1,"Avg",8,"Typ",1,"Avg","Attchd",2004,"Fin",2,398,"Avg","Avg","Y",100,75,0,0,NA,NA,NA,0,4,2008,"WD",193000
"683",683,"30","RM",40,3880,NA,"Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",5,9,1945,1997,"Gable","VinylSd","VinylSd","None",0,"Avg","AboveAvg","CBlock","Avg","Avg","No","ALQ",329,"Unf",0,357,686,"GasA","AboveAvg","Y","SBrkr",866,0,0,866,0,0,1,0,2,1,"AboveAvg",4,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",58,42,0,0,NA,NA,NA,0,8,2007,"WD",110500
"684",684,"60","RL",NA,11029,NA,"IR1","Lvl","Corner","Gtl","NWAmes","PosA","1Fam","2Story",6,7,1968,1984,"Gable","HdBoard","HdBoard","BrkFace",220,"Avg","Avg","CBlock","Avg","Avg","Mn","BLQ",619,"Unf",0,435,1054,"GasA","Avg","Y","SBrkr",1512,1142,0,2654,1,0,2,1,4,1,"AboveAvg",9,"Typ",1,"AboveAvg","Attchd",1968,"Unf",2,619,"Avg","Avg","Y",0,65,222,0,NA,NA,NA,0,8,2006,"WD",250000
"685",685,"70","RM",60,9600,NA,"Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story",7,9,1928,2005,"other","MetalSd","MetalSd","None",0,"Avg","AboveAvg","BrkTil","Avg","Avg","No","Rec",141,"Unf",0,548,689,"GasA","AboveAvg","Y","SBrkr",689,689,0,1378,0,0,2,0,3,1,"AboveAvg",7,"Typ",1,"AboveAvg","Detchd",1928,"Unf",2,360,"Avg","Avg","N",0,0,116,0,NA,NA,NA,0,10,2008,"WD",161000
"686",686,"60","RL",59,11228,NA,"IR2","Lvl","CulDSac","Gtl","SawyerW","Norm","1Fam","2Story",7,5,1993,1993,"Gable","VinylSd","VinylSd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","BLQ",50,"GLQ",531,499,1080,"GasA","AboveAvg","Y","SBrkr",1080,1017,0,2097,0,1,2,1,3,1,"AboveAvg",9,"Typ",1,"Avg","Attchd",1993,"Unf",3,678,"Avg","Avg","Y",196,187,0,0,NA,NA,NA,0,12,2008,"WD",228000
"687",687,"60","RL",43,10667,NA,"IR2","Lvl","CulDSac","Gtl","CollgCr","PosN","1Fam","2Story",7,6,1996,1996,"Gable","VinylSd","VinylSd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","GLQ",385,"ALQ",344,70,799,"GasA","AboveAvg","Y","SBrkr",827,834,0,1661,1,0,2,1,3,1,"AboveAvg",6,"Typ",1,"Avg","Attchd",1996,"RFn",2,550,"Avg","Avg","Y",158,61,0,0,NA,NA,NA,0,4,2009,"other",212000
"688",688,"60","RL",NA,11000,NA,"Reg","Lvl","other","Gtl","NoRidge","Norm","1Fam","2Story",8,5,2000,2000,"Gable","VinylSd","VinylSd","BrkFace",72,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,969,969,"GasA","AboveAvg","Y","SBrkr",997,1288,0,2285,0,0,2,1,4,1,"AboveAvg",8,"Typ",1,"Avg","BuiltIn",2000,"Fin",3,648,"Avg","Avg","Y",0,56,0,0,NA,NA,NA,0,6,2007,"WD",248000
"689",689,"80","RL",73,9735,NA,"Reg","Lvl","Inside","Gtl","Timber","Norm","1Fam","SLvl",5,5,2006,2007,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,384,384,"GasA","AboveAvg","Y",NA,754,640,0,1394,0,0,2,1,3,1,"AboveAvg",7,"Typ",0,NA,"BuiltIn",2007,"Fin",2,400,"Avg","Avg","Y",100,0,0,0,NA,NA,NA,0,5,2008,"WD",167500
